Word,Count
#badluckday,1
701,2
emptiness,1
close,1
moves,1
farewells,1
sad.,1
24-09-2023,1
friendmovingawayhighschool,1
#sayinggoodbye,1
702,2
rejection,1
dream,2
college.,1
disheartened,1
other,1
paths.,1
25-09-2023,1
collegerejectionhighschool,1
#collegedreams,1
#highschooljourney,1
703,2
encountering,1
toxicity,1
ruin,1
fun.,1
26-09-2023,1
gamingtoxicityhighschool,1
#onlinegaming,1
#highschoolgamer,1
704,2
having,2
self-conscious.,1
affect,1
confidence.,1
27-09-2023,1
badhairdayblueshighschool,1
#badhairday,1
#highschoolconfidence,1
705,2
failure.,1
hard,1
didn't,1
pay,1
28-09-2023,1
projectfailuredespairhighschool,1
#projectstruggles,1
#highschoolhardships,1
706,2
expressing,1
opinions.,1
negativity,1
prevails.,1
29-09-2023,1
opinionshatehighschool,1
#onlineopinions,1
#highschoolcriticism,1
707,2
string,1
luck,1
malfunctions.,1
tech,1
troubles,1
galore!,1
30-09-2023,1
techmalfunctionwoeshighschool,1
#techissues,1
#highschooltech,2
708,2
long-anticipated,1
01-10-2023,1
missedeventblueshighschool,1
#missedmoments,1
709,2
technique,1
different,1
strategies.,1
02-10-2023,1
studytechniqueexperimenthighschool,1
#studystrategies,1
#highschoolexams,1
710,2
cleanup,1
cleaner,1
neighborhood.,1
promoting,1
environmental,1
awareness.,1
03-10-2023,1
communitycleanuphighschool,1
#environmentalefforts,1
#highschoolcommunity,1
711,2
recommendations,1
mini,1
club.,1
04-10-2023,1
bookrecommendationshighschool,1
#highschoolreads,1
712,2
bake,1
sale.,1
kitchen.,1
bakesalerecipeexperimenthighschool,1
#bakingadventures,1
#highschoolbakes,1
713,2
collaborating,3
peers.,2
teamwork,2
makes,1
work.,1
06-10-2023,1
schoolprojectcollaborationhighschool,1
#teamwork,1
#highschoolprojects,2
714,2
meeting,1
interests.,1
dabbling,1
extracurricular,1
activities.,2
07-10-2023,1
extracurricularexplorationhighschool,1
#schoolclubs,1
#highschoolinterests,1
715,2
part-time,1
job,1
opportunity,1
gaining,1
experience.,1
development,1
progress.,2
08-10-2023,1
parttimejobexplorationhighschool,1
#careerdevelopment,1
#highschooljobs,1
716,2
assembly,1
informed,1
events,1
announcements.,1
staying,1
connected,1
09-10-2023,1
schoolassemblyparticipationhighschool,1
#schoolevents,1
#highschoolconnectivity,1
717,2
hobby,1
lens.,1
10-10-2023,1
photographyhobbyhighschool,1
#photographyjourney,1
#highschoolhobbies,1
718,2
participating,4
fair,1
showcase,1
11-10-2023,1
sciencefairparticipationhighschool,1
#sciencefair,1
#highschoolscience,2
719,2
workshop,1
management,1
enhance,2
organizational,1
skills.,2
striving,1
efficiency.,1
timemanagementworkshophighschool,1
#efficiencygoals,1
720,2
give,1
contributing,1
social,1
13-10-2023,1
charityeventvolunteerhighschool,1
#communityservice,1
#highschoolvolunteer,1
721,2
promote,1
responsibilities.,1
action.,1
14-10-2023,1
groupprojectcollaborationhighschool,1
#teamspirit,1
722,2
critical,1
thinking,1
communication,1
intellectual,1
15-10-2023,1
debateclubparticipationhighschool,1
#debateskills,1
#highschoolintellect,1
723,2
around!,1
happy,14
16-10-2023,1
birthdaysurprisehighschool,1
724,2
hurdles!,1
17-10-2023,1
codingsuccesshighschool,1
#codingtriumph,1
725,2
show,2
applauding,1
talents,1
display!,1
18-10-2023,1
talentshowsupporthighschool,1
#talentshow,1
#highschoolentertainment,1
726,2
trail,1
vibes!,2
19-10-2023,1
weekendhikehighschool,1
#natureadventures,1
#highschoolfriends,1
727,2
winning,1
friendly,1
competition,1
rival,1
schools.,1
celebrations,1
swing!,1
20-10-2023,1
sportsvictoryhighschool,1
#sportstriumph,1
#highschoolathletics,1
728,2
receiving,1
pen,1
pal,1
country.,1
globe!,1
21-10-2023,1
penpalconnectionhighschool,1
#globalfriendship,1
#highschoolcorrespondence,1
729,2
enthusiasts.,1
collaboration,1
creativity!,1
22-10-2023,1
muralcreationhighschool,1
#artcollaboration,1
#highschoolcreativity,2
730,2
school-wide,1
spreading,1
artexhibitionjoyhighschool,1
#artisticexpression,1
731,2
track,1
self-improvement!,1
14-09-2016,1
trackfieldsuccesshighschool,1
#athleticachievement,1
732,2
regional,1
fair.,1
triumphs,1
smiles!,1
scienceprojectsuccesshighschool,1
#sciencefairwinner,1
733,1
company!,1
22-06-2018,1
birthdaypartyjoyhighschool,1
#highschoolfriendship,1
734,1
fundraising,1
initiative.,1
giving,1
community!,1
charityfundraisingtriumphhighschool,1
#communitygiving,1
#highschoolphilanthropy,1
735,1
multicultural,1
food!,1
29-02-2020,1
multiculturalfestivaljoyhighschool,1
#highschoolunity,1
736,1
"times,",1
bringing,1
classmates',1
faces!,1
15-11-2020,1
virtualtalentshowsuccesshighschool,1
#virtualentertainment,1
#highschoolpositivity,1
